"","SongLength","NumInstruments","Genre","Tempo","LyricalContent","ReleasedYear","Popularity"
"1",234.369261428243,4,"Classical",7186.70288387086,0.152603291009289,2009,2.61924208999698
"2",343.87632417975,6,"Jazz",4288.48365014561,0.408795818342596,1980,3.76027496768575
"3",305.97395907291,1,"Jazz",27143.4945978154,0.318432897416939,1981,3.88813162700387
"4",158.897557701619,4,"Pop",34806.5005546202,0.6805948446206,1984,4.22653512470062
"5",294.279270596977,4,"Country",19772.8230477117,0.969931444375661,2015,4.46661604188184
"6",211.865745308287,3,"Rap",30599.390962287,0.563495857646118,2021,3.94955319688337
"7",186.768370232259,2,"Jazz",9856.88687462882,0.266839654033575,2003,2.82527303419153
"8",310.694353369982,6,"Jazz",16826.355421402,0.0447650853831164,1988,3.30884018040309
"9",267.45108036217,6,"Jazz",36506.7254139748,0.878952123082112,2020,4.38611999536546
"10",170.337195160475,3,"Classical",14100.2047287447,0.0153392794182637,1986,2.20115742966701
"11",247.041426531749,3,"Classical",8171.45618143663,0.936216498219749,2022,4.13177282574548
"12",390.354394461643,5,"Jazz",12752.1248807379,0.0357226095119104,2001,2.92610549486529
"13",224.464849597553,3,"Rock",15861.8442875161,0.029344140978335,1990,3.1283496579707
"14",238.120261735838,7,"Jazz",27880.5616875152,0.0428880358849402,2002,3.32171611174107
"15",190.341839597096,4,"Rap",23483.5034331473,0.852159283914914,1987,4.32004235436433
"16",208.422612206341,1,"Country",35191.5637222025,0.916051631313242,1998,4.54883819100492
"17",273.154523498217,3,"Pop",26788.6387889308,0.564343111711743,1980,4.14056612763836
"18",355.806589811625,5,"Classical",16533.7595194197,0.223170097850049,2003,3.52712469217381
"19",281.813787487669,5,"Jazz",6798.15377536967,0.967178272984175,1980,4.17262959361369
"20",250.57366951908,1,"Classical",25905.6316787059,0.492423085568383,2007,3.99570325894704
"21",329.440136204058,4,"Rock",8724.46120060319,0.153620381370922,2001,3.38531816933951
"22",178.733249264892,8,"Classical",22754.448052445,0.0840896517866946,1990,3.31598025126861
"23",386.437425556483,2,"Pop",36782.5023751691,0.914983095182762,1983,4.59454682917686
"24",305.938346092308,7,"Classical",8223.07860832297,0.309763528392081,2012,3.23085751823562
"25",335.406821862972,6,"Pop",6957.2428165306,0.509159813518447,1989,3.9662914559706
"26",219.458224891164,3,"Classical",25820.1540670497,0.7919828322249,2007,4.22753172740375
"27",245.958237983261,4,"Classical",6070.68561375407,0.056432880744348,2013,1.90071116325164
"28",252.936916897561,8,"Classical",7036.52670803904,0.325826242340136,1989,3.59718717298854
"29",263.489708261965,6,"Country",5669.64242366921,0.541330359253095,1989,3.71441990676546
"30",314.299415410016,3,"Classical",5576.97738744914,0.654899138183594,1987,3.91158023974681
"31",328.648980675016,6,"Country",18469.3903120369,0.931819268256114,2001,4.46995830650289
"32",177.878053080319,1,"Jazz",39202.2601379051,0.360052555805715,2003,4.04164655415155
"33",320.635119691789,3,"Rap",16859.367674555,0.875704330289295,1981,4.39789308468604
"34",361.259912224161,3,"Classical",27539.6640326238,0.00955277661696907,2012,2.86318234825315
"35",366.057650565389,2,"Rap",23709.6189525393,0.116153779066161,1991,3.43652669077765
"36",339.67883029098,5,"Classical",30915.835441131,0.851402447089316,2009,4.39336677303983
"37",310.27152589554,5,"Classical",37398.2832992322,0.415734133388652,1980,3.98497378881136
"38",246.274432150481,4,"Jazz",3977.85970726827,0.95548813046726,2000,3.90232929086957
"39",327.359716158494,2,"Rock",16359.1515921845,0.474343050866756,1981,3.77386202148573
"40",253.004434737914,8,"Rock",19425.7090021086,0.365792518500262,1988,3.86771145067977
"41",162.327246777456,4,"Pop",25605.5053902074,0.106348665649832,1986,3.1948757951675
"42",352.099337029115,3,"Classical",9924.529421353,0.359274411976062,2017,3.42253171699857
"43",208.349067364532,4,"Jazz",31025.6332120249,0.998289163489885,1980,4.44648293895059
"44",154.55814566909,6,"Jazz",26086.4606524913,0.203078048199479,2005,3.66699848116698
"45",242.472156412031,5,"Rap",9150.54891477507,0.867096491598757,2014,4.1220838538327
"46",260.0381234349,8,"Country",20877.392290797,0.785833025051413,1982,4.23956325567945
"47",199.804921459269,9,"Jazz",8359.313626442,0.696916545301379,2020,4.02967990127141
"48",326.284786392641,1,"Rap",9038.47407665052,0.913415833979597,1981,4.31677853490577
"49",263.59433363999,7,"Pop",30765.3643670963,0.0130924956988472,2001,3.41413509339767
"50",382.938429858204,8,"Rock",25793.6365010183,0.185802393206455,2014,3.75246832491911
"51",196.433268001296,4,"Classical",37211.143088028,0.461528108100292,1980,4.14485370901676
"52",296.948851266593,8,"Pop",18078.8234063622,0.992854583465532,1993,4.47196455824736
"53",312.116139225059,1,"Rock",16714.6745830682,0.39595555122424,1996,4.00529717789736
"54",383.403844458774,6,"Jazz",12420.0514913261,0.166522679258237,1991,3.34837187167488
"55",337.73494959083,5,"Rap",22894.0457129059,0.718814722726286,1992,4.30679013653637
"56",239.834747628947,4,"Country",20348.1643879711,0.13275431004426,2001,3.06416378420996
"57",279.675248595149,4,"Jazz",13017.4513360121,0.364468858848314,2014,3.61927514021473
"58",290.672188947682,4,"Classical",6442.86359109632,0.291495312813792,2000,3.15674985544024
"59",271.906952416803,4,"Classical",4861.62919036213,0.228394338085652,1983,2.54641468665269
"60",288.125241851972,4,"Country",9929.25716808645,0.752639559452319,2013,4.13729916235832
"61",225.240891736704,4,"Rock",23153.3116687509,0.350686490497401,1999,3.86905207395311
"62",218.723914564272,9,"Jazz",5490.52849290181,0.451566713944165,2014,3.47189950294383
"63",286.027155984867,2,"Classical",13674.7404644338,0.541273046722318,2006,3.97730269856221
"64",338.887784635762,1,"Country",4115.16369321808,0.336775217005849,1999,3.20178230461883
"65",310.894423799131,6,"Rap",31437.4201610284,0.318251780561844,1990,3.84971874069422
"66",384.031392885034,2,"Rap",6077.57998271204,0.219564391874752,2015,3.03704201220855
"67",236.298052123553,7,"Classical",5302.40167802919,0.83564593775787,2022,4.03013164785831
"68",342.116948916033,1,"Classical",32573.5760461729,0.773617416453357,1984,4.33420381175721
"69",377.835454054102,9,"Jazz",9634.81128845494,0.839453715943276,1992,4.1117726184118
"70",274.384963036526,5,"Pop",4339.3364443053,0.561484566332319,1986,3.72964693419776
"71",399.698233953914,8,"Country",28330.2215974175,0.207303904406116,2016,3.65835500610394
"72",380.624845294324,2,"Jazz",17646.5778026901,0.483655515684658,2016,3.87986400954327
"73",228.468874180618,1,"Classical",30894.6890526224,0.87382301626325,1983,4.41183817638308
"74",187.898768700025,9,"Classical",27299.722525536,0.297462777442079,2004,3.65125598189766
"75",396.214600690619,3,"Classical",20998.0092715691,0.704040987438654,2010,4.22428212173625
"76",160.081309930238,8,"Rap",36384.9574668204,0.98250647710997,1981,4.55099788349562
"77",384.20743483119,8,"Country",13807.8672197621,0.577678593306767,2000,3.97583761077846
"78",237.927454489702,9,"Pop",36005.3351301878,0.542241606253582,1984,4.10916676735396
"79",167.465480171165,1,"Rock",36576.3832418228,0.802456104126231,2013,4.42771841070404
"80",390.848608553388,5,"Pop",8635.8922285367,0.699323395093357,2007,4.04372424149328
"81",293.887376957776,5,"Rock",5828.97995307381,0.0947389682626295,2014,2.30175242181479
"82",193.842819655862,9,"Country",8880.86418509925,0.45998378959904,2013,3.00166897923489
"83",274.583257073559,5,"Classical",22813.5296269242,0.11894392458005,1982,3.17804600834276
"84",287.665844860213,5,"Country",18319.4178993322,0.726646027311936,2016,4.20283328369686
"85",279.50383722713,7,"Rock",23609.1960305329,0.00995090904950768,2016,3.41868261310493
"86",242.112229979145,5,"Classical",17507.3930071219,0.768008138642555,1998,4.18850307454223
"87",237.63013357154,1,"Rock",10166.0969379945,0.483435057640221,2005,3.7437546130819
"88",376.521765120315,9,"Country",24756.6243852819,0.553501873098686,1999,4.19680569937948
"89",281.340120454875,9,"Pop",7106.56537429119,0.455697426112954,2000,3.61910453661645
"90",275.972199197818,1,"Pop",3742.64739248151,0.523292755609902,2013,3.58435265162982
"91",219.900358161283,5,"Country",30289.7089745903,0.654365365576588,1981,4.22228080549578
"92",375.314801949141,4,"Rap",5901.57041416584,0.548691266209335,2002,3.74583562525702
"93",274.054869872481,8,"Country",26599.2123144067,0.228131932582733,1987,3.73203933378998
"94",341.797072232782,5,"Rock",30565.8672612588,0.187531147026051,2017,3.59353539656083
"95",260.636378703686,5,"Rap",6658.6262724427,0.204215427651508,2018,2.96760773252858
"96",265.995424541722,3,"Country",3954.6291538595,0.309183399095036,2017,2.84796918841458
"97",353.552191763666,3,"Rap",17794.733528242,0.654314070351334,2007,4.1845464308614
"98",364.182486626474,8,"Pop",4746.87484814809,0.160434197615422,1986,2.92621951794882
"99",248.420471497653,9,"Pop",12357.9477501199,0.205492414497667,1981,3.26813850259527
"100",100,1,"Rap",5290.01271033644,0.638060381413549,2011,3.73815955473304
